Cause_of_death,Location,FIPS,Year,Mortality_rate
Cirrhosis & other chronic ,Delaware,10.0,2005,16.14
Cirrhosis & other chronic ,District of Columbia,11.0,2005,23.88
Cirrhosis & other chronic ,Florida,12.0,2005,17.03
Cirrhosis & other chronic ,Georgia,13.0,2005,16.63
Cirrhosis & other chronic ,Hawaii,15.0,2005,14.05
Cirrhosis & other chronic ,Idaho,16.0,2005,14.93
Cirrhosis & other chronic ,Illinois,17.0,2005,14.58
Cirrhosis & other chronic ,Indiana,18.0,2005,14.90
Cirrhosis & other chronic ,Iowa,19.0,2005,11.20
Cirrhosis & other chronic ,Kansas,20.0,2005,15.01
Cirrhosis & other chronic ,Kentucky,21.0,2005,17.13
Cirrhosis & other chronic ,Louisiana,22.0,2005,18.25
Cirrhosis & other chronic ,Maine,23.0,2005,14.91
Cirrhosis & other chronic ,Maryland,24.0,2005,14.26
Cirrhosis & other chronic ,Massachusetts,25.0,2005,15.53
Cirrhosis & other chronic ,Michigan,26.0,2005,15.97
Cirrhosis & other chronic ,Minnesota,27.0,2005,11.93
Cirrhosis & other chronic ,Mississippi,28.0,2005,18.24
Cirrhosis & other chronic ,Missouri,29.0,2005,14.34
Cirrhosis & other chronic ,Montana,30.0,2005,17.99
Cirrhosis & other chronic ,Nebraska,31.0,2005,13.42
Cirrhosis & other chronic ,Nevada,32.0,2005,23.33
Cirrhosis & other chronic ,New Hampshire,33.0,2005,13.56
Cirrhosis & other chronic ,New Jersey,34.0,2005,14.64
Cirrhosis & other chronic ,New Mexico,35.0,2005,27.19
Cirrhosis & other chronic ,New York,36.0,2005,12.65
Cirrhosis & other chronic ,North Carolina,37.0,2005,16.50
Cirrhosis & other chronic ,North Dakota,38.0,2005,13.78
Cirrhosis & other chronic ,Ohio,39.0,2005,15.18
Cirrhosis & other chronic ,Oklahoma,40.0,2005,20.12
Cirrhosis & other chronic ,Oregon,41.0,2005,17.16
Cirrhosis & other chronic ,Pennsylvania,42.0,2005,15.87
Cirrhosis & other chronic ,Rhode Island,44.0,2005,15.81
Cirrhosis & other chronic ,South Carolina,45.0,2005,18.96
Cirrhosis & other chronic ,South Dakota,46.0,2005,16.76
Cirrhosis & other chronic ,Tennessee,47.0,2005,17.34
Cirrhosis & other chronic ,Texas,48.0,2005,19.57
Cirrhosis & other chronic ,Utah,49.0,2005,13.70
Cirrhosis & other chronic ,Vermont,50.0,2005,12.88
Cirrhosis & other chronic ,Virginia,51.0,2005,14.93
Cirrhosis & other chronic ,Washington,53.0,2005,15.16
Cirrhosis & other chronic ,West Virginia,54.0,2005,19.42
Cirrhosis & other chronic ,Wisconsin,55.0,2005,13.19
Cirrhosis & other chronic ,Wyoming,56.0,2005,19.45
Cirrhosis & other chronic ,United States,,2010,16.79
Cirrhosis & other chronic ,Alabama,1.0,2010,21.01
Cirrhosis & other chronic ,Alaska,2.0,2010,19.51
Cirrhosis & other chronic ,Arizona,4.0,2010,20.42
Cirrhosis & other chronic ,Arkansas,5.0,2010,18.34
Cirrhosis & other chronic ,California,6.0,2010,17.34
Cirrhosis & other chronic ,Colorado,8.0,2010,18.44
Cirrhosis & other chronic ,Connecticut,9.0,2010,14.58
Cirrhosis & other chronic ,Delaware,10.0,2010,16.87
Cirrhosis & other chronic ,District of Columbia,11.0,2010,18.89
Cirrhosis & other chronic ,Florida,12.0,2010,17.93
Cirrhosis & other chronic ,Georgia,13.0,2010,17.12
Cirrhosis & other chronic ,Hawaii,15.0,2010,14.47
Cirrhosis & other chronic ,Idaho,16.0,2010,16.26
Cirrhosis & other chronic ,Illinois,17.0,2010,14.22
Cirrhosis & other chronic ,Indiana,18.0,2010,15.87
Cirrhosis & other chronic ,Iowa,19.0,2010,11.91
Cirrhosis & other chronic ,Kansas,20.0,2010,16.26
Cirrhosis & other chronic ,Kentucky,21.0,2010,18.42
Cirrhosis & other chronic ,Louisiana,22.0,2010,18.72
Cirrhosis & other chronic ,Maine,23.0,2010,15.18
Cirrhosis & other chronic ,Maryland,24.0,2010,13.98
Cirrhosis & other chronic ,Massachusetts,25.0,2010,15.40
Cirrhosis & other chronic ,Michigan,26.0,2010,16.38
Cirrhosis & other chronic ,Minnesota,27.0,2010,12.54
Cirrhosis & other chronic ,Mississippi,28.0,2010,19.55
Cirrhosis & other chronic ,Missouri,29.0,2010,15.22
Cirrhosis & other chronic ,Montana,30.0,2010,19.05
Cirrhosis & other chronic ,Nebraska,31.0,2010,14.12
Cirrhosis & other chronic ,Nevada,32.0,2010,23.40
Cirrhosis & other chronic ,New Hampshire,33.0,2010,13.24
Cirrhosis & other chronic ,New Jersey,34.0,2010,14.38
Cirrhosis & other chronic ,New Mexico,35.0,2010,29.72
Cirrhosis & other chronic ,New York,36.0,2010,12.13
Cirrhosis & other chronic ,North Carolina,37.0,2010,17.21
Cirrhosis & other chronic ,North Dakota,38.0,2010,14.49
Cirrhosis & other chronic ,Ohio,39.0,2010,15.77
Cirrhosis & other chronic ,Oklahoma,40.0,2010,21.77
Cirrhosis & other chronic ,Oregon,41.0,2010,18.94
Cirrhosis & other chronic ,Pennsylvania,42.0,2010,15.87
Cirrhosis & other chronic ,Rhode Island,44.0,2010,16.18
Cirrhosis & other chronic ,South Carolina,45.0,2010,20.27
Cirrhosis & other chronic ,South Dakota,46.0,2010,17.72
Cirrhosis & other chronic ,Tennessee,47.0,2010,18.92
Cirrhosis & other chronic ,Texas,48.0,2010,20.45
Cirrhosis & other chronic ,Utah,49.0,2010,14.28
Cirrhosis & other chronic ,Vermont,50.0,2010,12.69
Cirrhosis & other chronic ,Virginia,51.0,2010,15.22
Cirrhosis & other chronic ,Washington,53.0,2010,16.46
Cirrhosis & other chronic ,West Virginia,54.0,2010,20.47
Cirrhosis & other chronic ,Wisconsin,55.0,2010,13.54
Cirrhosis & other chronic ,Wyoming,56.0,2010,20.80
Cirrhosis & other chronic ,United States,,2014,16.79
Cirrhosis & other chronic ,Alabama,1.0,2014,21.76
Cirrhosis & other chronic ,Alaska,2.0,2014,20.17
Cirrhosis & other chronic ,Arizona,4.0,2014,20.94
Cirrhosis & other chronic ,Arkansas,5.0,2014,18.94
Cirrhosis & other chronic ,California,6.0,2014,16.87
Cirrhosis & other chronic ,Colorado,8.0,2014,18.92
Cirrhosis & other chronic ,Connecticut,9.0,2014,14.41
Cirrhosis & other chronic ,Delaware,10.0,2014,16.29
Cirrhosis & other chronic ,District of Columbia,11.0,2014,16.64
Cirrhosis & other chronic ,Florida,12.0,2014,17.70
Cirrhosis & other chronic ,Georgia,13.0,2014,16.80
Cirrhosis & other chronic ,Hawaii,15.0,2014,14.40
Cirrhosis & other chronic ,Idaho,16.0,2014,17.00
Cirrhosis & other chronic ,Illinois,17.0,2014,14.11
Cirrhosis & other chronic ,Indiana,18.0,2014,16.21
Cirrhosis & other chronic ,Iowa,19.0,2014,12.23
Cirrhosis & other chronic ,Kansas,20.0,2014,16.86
Cirrhosis & other chronic ,Kentucky,21.0,2014,19.06
Cirrhosis & other chronic ,Louisiana,22.0,2014,19.10
Cirrhosis & other chronic ,Maine,23.0,2014,14.88
Cirrhosis & other chronic ,Maryland,24.0,2014,13.38
Cirrhosis & other chronic ,Massachusetts,25.0,2014,14.77
Cirrhosis & other chronic ,Michigan,26.0,2014,15.90
Cirrhosis & other chronic ,Minnesota,27.0,2014,12.49
Cirrhosis & other chronic ,Mississippi,28.0,2014,20.33
Cirrhosis & other chronic ,Missouri,29.0,2014,15.58
Cirrhosis & other chronic ,Montana,30.0,2014,19.68
Cirrhosis & other chronic ,Nebraska,31.0,2014,14.60
Cirrhosis & other chronic ,Nevada,32.0,2014,23.13
Cirrhosis & other chronic ,New Hampshire,33.0,2014,13.21
Cirrhosis & other chronic ,New Jersey,34.0,2014,13.62
Cirrhosis & other chronic ,New Mexico,35.0,2014,31.82
Cirrhosis & other chronic ,New York,36.0,2014,11.36
Cirrhosis & other chronic ,North Carolina,37.0,2014,17.38
Cirrhosis & other chronic ,North Dakota,38.0,2014,14.73
Cirrhosis & other chronic ,Ohio,39.0,2014,15.85
Cirrhosis & other chronic ,Oklahoma,40.0,2014,22.83
Cirrhosis & other chronic ,Oregon,41.0,2014,19.89
Cirrhosis & other chronic ,Pennsylvania,42.0,2014,15.63
Cirrhosis & other chronic ,Rhode Island,44.0,2014,15.53
Cirrhosis & other chronic ,South Carolina,45.0,2014,20.51
Cirrhosis & other chronic ,South Dakota,46.0,2014,18.17
Cirrhosis & other chronic ,Tennessee,47.0,2014,19.79
Cirrhosis & other chronic ,Texas,48.0,2014,20.85
Cirrhosis & other chronic ,Utah,49.0,2014,14.60
Cirrhosis & other chronic ,Vermont,50.0,2014,12.27
Cirrhosis & other chronic ,Virginia,51.0,2014,15.00
Cirrhosis & other chronic ,Washington,53.0,2014,16.65
Cirrhosis & other chronic ,West Virginia,54.0,2014,21.24
Cirrhosis & other chronic ,Wisconsin,55.0,2014,13.51
Cirrhosis & other chronic ,Wyoming,56.0,2014,21.73
Digestive diseases,United States,,1980,19.93
Digestive diseases,Alabama,1.0,1980,22.13
Digestive diseases,Alaska,2.0,1980,26.93
Digestive diseases,Arizona,4.0,1980,18.21
Digestive diseases,Arkansas,5.0,1980,20.92
Digestive diseases,California,6.0,1980,19.70
Digestive diseases,Colorado,8.0,1980,22.36
Digestive diseases,Connecticut,9.0,1980,19.29
Digestive diseases,Delaware,10.0,1980,19.62
Digestive diseases,District of Columbia,11.0,1980,29.83
Digestive diseases,Florida,12.0,1980,16.88
Digestive diseases,Georgia,13.0,1980,24.47
Digestive diseases,Hawaii,15.0,1980,14.05
Digestive diseases,Idaho,16.0,1980,20.42
Digestive diseases,Illinois,17.0,1980,20.03
Digestive diseases,Indiana,18.0,1980,20.37
Digestive diseases,Iowa,19.0,1980,18.50
Digestive diseases,Kansas,20.0,1980,18.98
Digestive diseases,Kentucky,21.0,1980,21.32
Digestive diseases,Louisiana,22.0,1980,21.55
Digestive diseases,Maine,23.0,1980,19.44
Digestive diseases,Maryland,24.0,1980,21.40
Digestive diseases,Massachusetts,25.0,1980,20.03
Digestive diseases,Michigan,26.0,1980,20.89
Digestive diseases,Minnesota,27.0,1980,16.95
Digestive diseases,Mississippi,28.0,1980,21.12
Digestive diseases,Missouri,29.0,1980,20.67
Digestive diseases,Montana,30.0,1980,19.74
Digestive diseases,Nebraska,31.0,1980,19.25
Digestive diseases,Nevada,32.0,1980,21.28
Digestive diseases,New Hampshire,33.0,1980,20.33
Digestive diseases,New Jersey,34.0,1980,20.87
Digestive diseases,New Mexico,35.0,1980,21.18
Digestive diseases,New York,36.0,1980,19.49
Digestive diseases,North Carolina,37.0,1980,21.01
Digestive diseases,North Dakota,38.0,1980,17.40
Digestive diseases,Ohio,39.0,1980,19.39
Digestive diseases,Oklahoma,40.0,1980,19.24
Digestive diseases,Oregon,41.0,1980,16.33
Digestive diseases,Pennsylvania,42.0,1980,20.01
Digestive diseases,Rhode Island,44.0,1980,20.84
Digestive diseases,South Carolina,45.0,1980,22.34
Digestive diseases,South Dakota,46.0,1980,18.51
Digestive diseases,Tennessee,47.0,1980,20.40
Digestive diseases,Texas,48.0,1980,20.98
Digestive diseases,Utah,49.0,1980,21.77
Digestive diseases,Vermont,50.0,1980,20.91
Digestive diseases,Virginia,51.0,1980,21.12
Digestive diseases,Washington,53.0,1980,17.35
Digestive diseases,West Virginia,54.0,1980,20.42
Digestive diseases,Wisconsin,55.0,1980,17.97
Digestive diseases,Wyoming,56.0,1980,22.25
Digestive diseases,United States,,1985,19.27
Digestive diseases,Alabama,1.0,1985,21.51
Digestive diseases,Alaska,2.0,1985,24.49
Digestive diseases,Arizona,4.0,1985,17.13
Digestive diseases,Arkansas,5.0,1985,20.46
Digestive diseases,California,6.0,1985,18.67
Digestive diseases,Colorado,8.0,1985,21.47
Digestive diseases,Connecticut,9.0,1985,18.49
Digestive diseases,Delaware,10.0,1985,19.16
Digestive diseases,District of Columbia,11.0,1985,28.09
Digestive diseases,Florida,12.0,1985,15.84
Digestive diseases,Georgia,13.0,1985,23.08
Digestive diseases,Hawaii,15.0,1985,13.68
Digestive diseases,Idaho,16.0,1985,20.16
Digestive diseases,Illinois,17.0,1985,19.61
Digestive diseases,Indiana,18.0,1985,19.92
Digestive diseases,Iowa,19.0,1985,18.62
Digestive diseases,Kansas,20.0,1985,18.75
Digestive diseases,Kentucky,21.0,1985,21.22
Digestive diseases,Louisiana,22.0,1985,20.81
Digestive diseases,Maine,23.0,1985,19.20
Digestive diseases,Maryland,24.0,1985,20.47
Digestive diseases,Massachusetts,25.0,1985,19.29
Digestive diseases,Michigan,26.0,1985,20.22
Digestive diseases,Minnesota,27.0,1985,16.71
Digestive diseases,Mississippi,28.0,1985,20.59
Digestive diseases,Missouri,29.0,1985,20.10
Digestive diseases,Montana,30.0,1985,19.45
Digestive diseases,Nebraska,31.0,1985,19.42
Digestive diseases,Nevada,32.0,1985,20.45
Digestive diseases,New Hampshire,33.0,1985,19.78
Digestive diseases,New Jersey,34.0,1985,19.70
Digestive diseases,New Mexico,35.0,1985,20.60
Digestive diseases,New York,36.0,1985,18.51
Digestive diseases,North Carolina,37.0,1985,20.33
Digestive diseases,North Dakota,38.0,1985,17.50
Digestive diseases,Ohio,39.0,1985,19.16
Digestive diseases,Oklahoma,40.0,1985,19.35
Digestive diseases,Oregon,41.0,1985,16.83
Digestive diseases,Pennsylvania,42.0,1985,19.44
Digestive diseases,Rhode Island,44.0,1985,20.27
Digestive diseases,South Carolina,45.0,1985,21.50
Digestive diseases,South Dakota,46.0,1985,18.54
Digestive diseases,Tennessee,47.0,1985,20.17
Digestive diseases,Texas,48.0,1985,20.27
Digestive diseases,Utah,49.0,1985,21.10
Digestive diseases,Vermont,50.0,1985,20.64
Digestive diseases,Virginia,51.0,1985,20.25
Digestive diseases,Washington,53.0,1985,17.26
Digestive diseases,West Virginia,54.0,1985,20.48
Digestive diseases,Wisconsin,55.0,1985,17.75
Digestive diseases,Wyoming,56.0,1985,22.26
Digestive diseases,United States,,1990,18.15
Digestive diseases,Alabama,1.0,1990,20.58
Digestive diseases,Alaska,2.0,1990,22.31
Digestive diseases,Arizona,4.0,1990,16.09
Digestive diseases,Arkansas,5.0,1990,19.74
Digestive diseases,California,6.0,1990,17.10
Digestive diseases,Colorado,8.0,1990,20.41
Digestive diseases,Connecticut,9.0,1990,17.41
Digestive diseases,Delaware,10.0,1990,17.70
Digestive diseases,District of Columbia,11.0,1990,25.91
Digestive diseases,Florida,12.0,1990,14.62
Digestive diseases,Georgia,13.0,1990,21.12
Digestive diseases,Hawaii,15.0,1990,12.90
Digestive diseases,Idaho,16.0,1990,19.29
Digestive diseases,Illinois,17.0,1990,18.71
Digestive diseases,Indiana,18.0,1990,19.02
Digestive diseases,Iowa,19.0,1990,18.15
Digestive diseases,Kansas,20.0,1990,17.96
Digestive diseases,Kentucky,21.0,1990,20.34
Digestive diseases,Louisiana,22.0,1990,19.48
Digestive diseases,Maine,23.0,1990,18.37
Digestive diseases,Maryland,24.0,1990,18.97
Digestive diseases,Massachusetts,25.0,1990,18.12
Digestive diseases,Michigan,26.0,1990,19.04
Digestive diseases,Minnesota,27.0,1990,15.98
Digestive diseases,Mississippi,28.0,1990,19.61
Digestive diseases,Missouri,29.0,1990,19.16
Digestive diseases,Montana,30.0,1990,18.57
Digestive diseases,Nebraska,31.0,1990,18.72
Digestive diseases,Nevada,32.0,1990,19.18
Digestive diseases,New Hampshire,33.0,1990,18.41
Digestive diseases,New Jersey,34.0,1990,18.17
Digestive diseases,New Mexico,35.0,1990,19.32
Digestive diseases,New York,36.0,1990,17.29
Digestive diseases,North Carolina,37.0,1990,19.27
Digestive diseases,North Dakota,38.0,1990,17.19
Digestive diseases,Ohio,39.0,1990,18.34
Digestive diseases,Oklahoma,40.0,1990,19.24
Digestive diseases,Oregon,41.0,1990,16.58
Digestive diseases,Pennsylvania,42.0,1990,18.33
Digestive diseases,Rhode Island,44.0,1990,18.95
Digestive diseases,South Carolina,45.0,1990,20.35
Digestive diseases,South Dakota,46.0,1990,17.96
Digestive diseases,Tennessee,47.0,1990,19.42
Digestive diseases,Texas,48.0,1990,19.14
Digestive diseases,Utah,49.0,1990,20.15
Digestive diseases,Vermont,50.0,1990,19.74
Digestive diseases,Virginia,51.0,1990,18.76
Digestive diseases,Washington,53.0,1990,16.65
Digestive diseases,West Virginia,54.0,1990,19.94
Digestive diseases,Wisconsin,55.0,1990,17.08
Digestive diseases,Wyoming,56.0,1990,21.52
Digestive diseases,United States,,1995,17.62
Digestive diseases,Alabama,1.0,1995,20.16
Digestive diseases,Alaska,2.0,1995,20.63
Digestive diseases,Arizona,4.0,1995,15.40
Digestive diseases,Arkansas,5.0,1995,19.48
Digestive diseases,California,6.0,1995,16.44
Digestive diseases,Colorado,8.0,1995,19.12
Digestive diseases,Connecticut,9.0,1995,17.04
Digestive diseases,Delaware,10.0,1995,17.12
Digestive diseases,District of Columbia,11.0,1995,24.55
Digestive diseases,Florida,12.0,1995,13.93
Digestive diseases,Georgia,13.0,1995,20.17
Digestive diseases,Hawaii,15.0,1995,12.83
Digestive diseases,Idaho,16.0,1995,18.96
Digestive diseases,Illinois,17.0,1995,18.00
Digestive diseases,Indiana,18.0,1995,18.56
Digestive diseases,Iowa,19.0,1995,18.14
Digestive diseases,Kansas,20.0,1995,17.87
Digestive diseases,Kentucky,21.0,1995,20.07
Digestive diseases,Louisiana,22.0,1995,18.78
Digestive diseases,Maine,23.0,1995,18.44
Digestive diseases,Maryland,24.0,1995,18.43
Digestive diseases,Massachusetts,25.0,1995,17.84
Digestive diseases,Michigan,26.0,1995,18.19
Digestive diseases,Minnesota,27.0,1995,15.74
Digestive diseases,Mississippi,28.0,1995,19.27
Digestive diseases,Missouri,29.0,1995,18.82
Digestive diseases,Montana,30.0,1995,18.30
Digestive diseases,Nebraska,31.0,1995,18.82
Digestive diseases,Nevada,32.0,1995,18.35
Digestive diseases,New Hampshire,33.0,1995,18.30
Digestive diseases,New Jersey,34.0,1995,17.28
Digestive diseases,New Mexico,35.0,1995,18.98
Digestive diseases,New York,36.0,1995,16.34
Digestive diseases,North Carolina,37.0,1995,18.83
Digestive diseases,North Dakota,38.0,1995,17.39
Digestive diseases,Ohio,39.0,1995,18.29
Digestive diseases,Oklahoma,40.0,1995,19.64
Digestive diseases,Oregon,41.0,1995,16.78
Digestive diseases,Pennsylvania,42.0,1995,17.76
Digestive diseases,Rhode Island,44.0,1995,18.78
Digestive diseases,South Carolina,45.0,1995,19.83
Digestive diseases,South Dakota,46.0,1995,17.94
Digestive diseases,Tennessee,47.0,1995,19.42
Digestive diseases,Texas,48.0,1995,18.41
Digestive diseases,Utah,49.0,1995,19.61
Digestive diseases,Vermont,50.0,1995,19.80
Digestive diseases,Virginia,51.0,1995,18.19
Digestive diseases,Washington,53.0,1995,16.78
Digestive diseases,West Virginia,54.0,1995,19.83
Digestive diseases,Wisconsin,55.0,1995,16.79
Digestive diseases,Wyoming,56.0,1995,21.44
Digestive diseases,United States,,2000,16.74
Digestive diseases,Alabama,1.0,2000,19.56
Digestive diseases,Alaska,2.0,2000,19.37
Digestive diseases,Arizona,4.0,2000,14.71
Digestive diseases,Arkansas,5.0,2000,19.00
Digestive diseases,California,6.0,2000,15.29
Digestive diseases,Colorado,8.0,2000,17.96
Digestive diseases,Connecticut,9.0,2000,16.38
Digestive diseases,Delaware,10.0,2000,16.24
Digestive diseases,District of Columbia,11.0,2000,21.41
Digestive diseases,Florida,12.0,2000,13.00
Digestive diseases,Georgia,13.0,2000,18.91
Digestive diseases,Hawaii,15.0,2000,12.18
Digestive diseases,Idaho,16.0,2000,18.58
Digestive diseases,Illinois,17.0,2000,16.87
Digestive diseases,Indiana,18.0,2000,17.76
Digestive diseases,Iowa,19.0,2000,17.78
Digestive diseases,Kansas,20.0,2000,17.26
Digestive diseases,Kentucky,21.0,2000,19.64
Digestive diseases,Louisiana,22.0,2000,17.74
Digestive diseases,Maine,23.0,2000,18.01
Digestive diseases,Maryland,24.0,2000,16.97
Digestive diseases,Massachusetts,25.0,2000,16.84
Digestive diseases,Michigan,26.0,2000,17.31
Digestive diseases,Minnesota,27.0,2000,15.07
Digestive diseases,Mississippi,28.0,2000,18.57
Digestive diseases,Missouri,29.0,2000,18.02
Digestive diseases,Montana,30.0,2000,17.86
Digestive diseases,Nebraska,31.0,2000,18.48
Digestive diseases,Nevada,32.0,2000,17.48
Digestive diseases,New Hampshire,33.0,2000,17.68
Digestive diseases,New Jersey,34.0,2000,15.87
Digestive diseases,New Mexico,35.0,2000,18.14
Digestive diseases,New York,36.0,2000,15.18
Digestive diseases,North Carolina,37.0,2000,18.19
Digestive diseases,North Dakota,38.0,2000,17.29
Digestive diseases,Ohio,39.0,2000,17.60
Digestive diseases,Oklahoma,40.0,2000,19.44
Digestive diseases,Oregon,41.0,2000,16.87
Digestive diseases,Pennsylvania,42.0,2000,16.88
Digestive diseases,Rhode Island,44.0,2000,18.27
Digestive diseases,South Carolina,45.0,2000,19.07
Digestive diseases,South Dakota,46.0,2000,17.64
Digestive diseases,Tennessee,47.0,2000,19.24
Digestive diseases,Texas,48.0,2000,17.35
Digestive diseases,Utah,49.0,2000,18.90
Digestive diseases,Vermont,50.0,2000,19.30
Digestive diseases,Virginia,51.0,2000,17.17
Digestive diseases,Washington,53.0,2000,16.67
Digestive diseases,West Virginia,54.0,2000,19.47
Digestive diseases,Wisconsin,55.0,2000,16.37
Digestive diseases,Wyoming,56.0,2000,20.81
Digestive diseases,United States,,2005,15.77
Digestive diseases,Alabama,1.0,2005,18.75
Digestive diseases,Alaska,2.0,2005,17.54
Digestive diseases,Arizona,4.0,2005,13.73
Digestive diseases,Arkansas,5.0,2005,18.38
Digestive diseases,California,6.0,2005,14.01
Digestive diseases,Colorado,8.0,2005,16.77
Digestive diseases,Connecticut,9.0,2005,15.49
